node_id,timestamp,packet_count,battery_level,error_rate,signal_strength,transmission_delay,status,anomaly_score,is_anomaly,explanation
Node_4,2026-05-21 08:55:13,31,71.01,0.029,-46.7,5.1,normal,-0.1557,False,
Node_8,2026-05-21 08:55:33,15,62.34,0.052,-48.2,11.9,normal,-0.176,False,
Node_10,2026-05-21 08:55:33,35,75.52,0.041,-45.1,10.8,normal,-0.1438,False,
Node_9,2026-05-21 08:55:33,37,50.99,0.054,-54.7,15.1,normal,-0.1958,False,
Node_6,2026-05-21 08:55:33,4,25.36,0.792,-73.5,350.3,node_failure,0.0286,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_3,2026-05-21 08:55:33,339,68.61,0.051,-62.0,39.2,suspicious_activity,0.0444,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_4,2026-05-21 08:55:33,29,70.86,0.078,-52.2,5.9,normal,-0.1687,False,
Node_5,2026-05-21 08:55:33,18,72.65,0.056,-49.6,5.1,normal,-0.162,False,
Node_2,2026-05-21 08:55:33,20,62.93,0.723,-66.2,58.9,communication_error,-0.0293,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:55:33,26,56.37,0.043,-56.2,8.4,normal,-0.1984,False,
Node_10,2026-05-21 08:55:53,17,75.32,0.033,-46.8,19.7,normal,-0.1586,False,
Node_9,2026-05-21 08:55:53,15,50.75,0.074,-60.0,11.3,normal,-0.1704,False,
Node_8,2026-05-21 08:55:53,28,62.15,0.025,-62.2,6.9,normal,-0.184,False,
Node_6,2026-05-21 08:55:53,1,33.07,0.622,-67.5,364.9,node_failure,0.0335,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:55:53,44,72.44,0.022,-61.7,13.7,normal,-0.1692,False,
Node_4,2026-05-21 08:55:53,19,70.62,0.067,-51.0,6.4,normal,-0.1786,False,
Node_3,2026-05-21 08:55:53,42,68.37,0.041,-45.8,19.6,normal,-0.1516,False,
Node_2,2026-05-21 08:55:53,21,62.82,0.498,-65.1,70.9,communication_error,-0.0832,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:55:53,43,56.24,0.064,-46.9,11.2,normal,-0.1706,False,
Node_9,2026-05-21 08:56:13,9,50.69,0.24,-62.6,184.1,packet_loss,-0.0402,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:56:13,27,61.92,0.053,-64.3,19.6,normal,-0.2007,False,
Node_6,2026-05-21 08:56:13,5,22.04,0.878,-79.1,422.2,node_failure,0.0986,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:56:13,21,72.27,0.06,-59.4,7.0,normal,-0.1816,False,
Node_10,2026-05-21 08:56:13,37,75.26,0.067,-46.2,9.2,normal,-0.1503,False,
Node_3,2026-05-21 08:56:13,36,68.19,0.068,-51.5,17.5,normal,-0.2011,False,
Node_2,2026-05-21 08:56:13,13,62.71,0.655,-54.7,58.6,communication_error,-0.0118,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:56:13,37,56.15,0.075,-53.0,19.8,normal,-0.1896,False,
Node_4,2026-05-21 08:56:13,33,70.49,0.052,-51.8,16.2,normal,-0.204,False,
Node_9,2026-05-21 08:56:33,14,50.45,0.313,-56.0,249.0,packet_loss,-0.0045,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:56:33,15,61.69,0.058,-61.9,20.0,normal,-0.184,False,
Node_6,2026-05-21 08:56:33,3,22.5,0.905,-72.0,307.4,node_failure,0.0435,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:56:33,33,72.11,0.07,-54.9,17.4,normal,-0.2025,False,
Node_10,2026-05-21 08:56:33,32,75.02,0.014,-57.2,15.6,normal,-0.1742,False,
Node_3,2026-05-21 08:56:33,31,68.05,0.02,-57.4,23.6,normal,-0.1847,False,
Node_2,2026-05-21 08:56:33,25,62.49,0.749,-50.8,68.5,communication_error,0.0126,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:56:33,36,55.95,0.062,-46.0,13.8,normal,-0.1718,False,
Node_4,2026-05-21 08:56:33,40,70.33,0.021,-50.0,9.0,normal,-0.1711,False,
Node_10,2026-05-21 08:56:53,26,74.77,0.057,-49.3,17.2,normal,-0.1992,False,
Node_9,2026-05-21 08:56:53,21,50.32,0.075,-55.2,22.2,normal,-0.1927,False,
Node_8,2026-05-21 08:56:53,15,61.46,0.067,-45.5,10.9,normal,-0.1399,False,
Node_6,2026-05-21 08:56:53,45,49.69,0.074,-50.0,16.7,normal,-0.1654,False,
Node_5,2026-05-21 08:56:53,37,72.03,0.02,-53.4,16.5,normal,-0.1788,False,
Node_3,2026-05-21 08:56:53,30,67.86,0.02,-62.5,7.9,normal,-0.1755,False,
Node_2,2026-05-21 08:56:53,34,62.26,0.621,-65.4,48.3,communication_error,-0.0406,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:56:53,31,55.75,0.043,-48.6,8.5,normal,-0.1911,False,
Node_4,2026-05-21 08:56:53,23,70.09,0.076,-64.5,11.3,normal,-0.1823,False,
Node_8,2026-05-21 08:57:13,22,61.24,0.018,-59.5,21.8,normal,-0.1864,False,
Node_10,2026-05-21 08:57:13,35,74.67,0.016,-48.9,22.3,normal,-0.1708,False,
Node_9,2026-05-21 08:57:13,20,50.15,0.343,-54.5,147.7,packet_loss,-0.037,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_6,2026-05-21 08:57:13,29,49.46,0.021,-49.7,11.5,normal,-0.1788,False,
Node_5,2026-05-21 08:57:13,25,11.77,0.084,-61.6,47.1,energy_drop,-0.0854,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 08:57:13,24,70.01,0.058,-60.4,9.6,normal,-0.2001,False,
Node_3,2026-05-21 08:57:13,44,67.63,0.043,-47.7,12.6,normal,-0.1719,False,
Node_2,2026-05-21 08:57:13,14,62.06,0.659,-70.1,32.9,communication_error,-0.0402,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:57:13,39,55.66,0.064,-46.5,16.6,normal,-0.17,False,
Node_10,2026-05-21 08:57:33,34,74.47,0.071,-56.9,8.6,normal,-0.1861,False,
Node_9,2026-05-21 08:57:33,23,49.95,0.069,-53.8,11.6,normal,-0.1948,False,
Node_8,2026-05-21 08:57:33,42,61.13,0.065,-56.9,23.2,normal,-0.1883,False,
Node_6,2026-05-21 08:57:33,26,49.24,0.077,-63.8,9.9,normal,-0.1826,False,
Node_5,2026-05-21 08:57:33,21,10.64,0.079,-57.8,17.4,energy_drop,-0.1022,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 08:57:33,24,69.84,0.073,-46.4,8.7,normal,-0.1666,False,
Node_3,2026-05-21 08:57:33,19,67.46,0.037,-64.2,22.9,normal,-0.1847,False,
Node_2,2026-05-21 08:57:33,23,61.99,0.647,-56.0,78.0,communication_error,-0.03,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:57:33,35,55.5,0.029,-63.4,22.3,normal,-0.1919,False,
Node_9,2026-05-21 08:57:53,43,49.76,0.027,-62.8,24.1,normal,-0.1619,False,
Node_8,2026-05-21 08:57:53,24,60.96,0.043,-64.1,13.0,normal,-0.195,False,
Node_6,2026-05-21 08:57:53,32,49.0,0.055,-45.3,21.8,normal,-0.1532,False,
Node_5,2026-05-21 08:57:53,25,71.51,0.046,-47.0,14.2,normal,-0.1835,False,
Node_10,2026-05-21 08:57:53,44,74.39,0.071,-57.3,5.1,normal,-0.1515,False,
Node_3,2026-05-21 08:57:53,235,67.37,0.139,-77.8,17.0,suspicious_activity,0.0356,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:57:53,32,61.75,0.468,-69.1,73.2,communication_error,-0.0472,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:57:53,26,55.29,0.04,-50.8,17.1,normal,-0.2091,False,
Node_4,2026-05-21 08:57:53,44,69.75,0.021,-64.2,10.7,normal,-0.1593,False,
Node_9,2026-05-21 08:58:13,21,49.57,0.24,-59.9,132.6,packet_loss,-0.0602,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:58:13,32,60.83,0.06,-60.5,20.4,normal,-0.2027,False,
Node_6,2026-05-21 08:58:13,31,48.82,0.035,-46.2,22.1,normal,-0.1611,False,
Node_5,2026-05-21 08:58:13,15,71.36,0.024,-51.1,15.0,normal,-0.1643,False,
Node_10,2026-05-21 08:58:13,25,74.25,0.068,-60.7,24.7,normal,-0.1855,False,
Node_3,2026-05-21 08:58:13,300,67.26,0.134,-62.2,34.3,suspicious_activity,0.0197,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:58:13,13,61.55,0.386,-65.9,56.3,communication_error,-0.0754,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:58:13,31,55.12,0.064,-63.2,14.4,normal,-0.1971,False,
Node_4,2026-05-21 08:58:13,45,69.55,0.079,-60.0,23.5,normal,-0.1675,False,
Node_10,2026-05-21 08:58:33,35,74.14,0.036,-52.3,5.2,normal,-0.1709,False,
Node_9,2026-05-21 08:58:33,9,49.37,0.225,-63.1,153.5,packet_loss,-0.052,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:58:33,23,60.66,0.064,-48.7,15.3,normal,-0.1958,False,
Node_6,2026-05-21 08:58:33,3,24.89,0.849,-52.9,269.8,node_failure,0.0506,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:58:33,15,8.58,0.07,-60.6,19.0,energy_drop,-0.0885,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_3,2026-05-21 08:58:33,310,67.03,0.126,-69.2,32.5,suspicious_activity,0.0364,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:58:33,29,61.39,0.031,-60.9,17.7,normal,-0.2034,False,
Node_1,2026-05-21 08:58:33,44,54.9,0.035,-60.0,21.8,normal,-0.1816,False,
Node_4,2026-05-21 08:58:33,15,69.39,0.037,-53.7,17.1,normal,-0.1772,False,
Node_6,2026-05-21 08:58:53,36,48.43,0.079,-50.4,17.7,normal,-0.1856,False,
Node_9,2026-05-21 08:58:53,16,49.13,0.348,-59.2,126.4,packet_loss,-0.0623,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:58:53,38,60.56,0.033,-63.4,21.8,normal,-0.1867,False,
Node_5,2026-05-21 08:58:53,35,71.02,0.013,-62.3,13.5,normal,-0.1802,False,
Node_10,2026-05-21 08:58:53,30,74.08,0.073,-62.9,9.1,normal,-0.1781,False,
Node_3,2026-05-21 08:58:53,31,66.79,0.019,-64.0,17.7,normal,-0.1793,False,
Node_2,2026-05-21 08:58:53,35,61.28,0.501,-67.1,59.2,communication_error,-0.0573,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:58:53,20,54.77,0.05,-51.4,8.6,normal,-0.194,False,
Node_4,2026-05-21 08:58:53,34,69.2,0.02,-54.8,6.9,normal,-0.1718,False,
Node_10,2026-05-21 08:59:13,16,73.88,0.049,-50.3,5.8,normal,-0.1577,False,
Node_9,2026-05-21 08:59:13,23,48.96,0.162,-78.0,181.4,packet_loss,0.0118,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:59:13,16,60.49,0.065,-49.3,21.5,normal,-0.1804,False,
Node_6,2026-05-21 08:59:13,24,48.37,0.047,-47.9,18.3,normal,-0.1868,False,
Node_5,2026-05-21 08:59:13,20,12.41,0.054,-50.4,38.3,energy_drop,-0.0834,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_4,2026-05-21 08:59:13,27,69.07,0.011,-54.6,11.9,normal,-0.1845,False,
Node_3,2026-05-21 08:59:13,271,66.55,0.075,-75.4,13.4,suspicious_activity,0.0279,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 08:59:13,24,61.18,0.539,-75.7,74.1,communication_error,-0.0302,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:59:13,39,54.69,0.079,-56.9,6.6,normal,-0.166,False,
Node_9,2026-05-21 08:59:33,10,48.88,0.279,-79.2,224.4,packet_loss,0.0086,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:59:33,28,60.31,0.057,-64.1,16.1,normal,-0.1981,False,
Node_6,2026-05-21 08:59:33,30,48.23,0.071,-62.4,24.5,normal,-0.1918,False,
Node_5,2026-05-21 08:59:33,21,70.67,0.052,-63.4,23.9,normal,-0.1818,False,
Node_10,2026-05-21 08:59:33,16,73.8,0.051,-50.9,9.4,normal,-0.1726,False,
Node_3,2026-05-21 08:59:33,17,66.39,0.04,-56.7,21.1,normal,-0.1957,False,
Node_2,2026-05-21 08:59:33,17,60.97,0.409,-50.5,40.3,communication_error,-0.0777,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 08:59:33,43,54.49,0.035,-53.0,6.5,normal,-0.1619,False,
Node_4,2026-05-21 08:59:33,36,68.9,0.022,-56.6,20.7,normal,-0.1902,False,
Node_9,2026-05-21 08:59:53,9,48.76,0.349,-69.3,207.7,packet_loss,-0.0235,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 08:59:53,16,60.13,0.016,-55.5,11.1,normal,-0.1658,False,
Node_6,2026-05-21 08:59:53,2,38.96,0.664,-54.5,200.4,node_failure,0.0112,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 08:59:53,30,70.5,0.016,-48.6,8.2,normal,-0.166,False,
Node_10,2026-05-21 08:59:53,30,73.71,0.048,-47.1,20.7,normal,-0.1803,False,
Node_3,2026-05-21 08:59:53,41,66.32,0.034,-48.5,7.6,normal,-0.1627,False,
Node_2,2026-05-21 08:59:53,30,60.75,0.012,-47.3,6.9,normal,-0.1481,False,
Node_1,2026-05-21 08:59:53,18,54.31,0.027,-55.2,19.0,normal,-0.1879,False,
Node_4,2026-05-21 08:59:53,19,68.72,0.028,-53.8,11.9,normal,-0.1883,False,
Node_10,2026-05-21 09:00:13,26,73.57,0.068,-49.0,11.7,normal,-0.1913,False,
Node_9,2026-05-21 09:00:13,41,48.55,0.011,-45.6,21.4,normal,-0.1143,False,
Node_8,2026-05-21 09:00:13,18,59.9,0.066,-58.4,17.9,normal,-0.1972,False,
Node_6,2026-05-21 09:00:13,4,24.89,0.655,-76.9,473.8,node_failure,0.0754,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 09:00:13,18,10.12,0.076,-61.0,16.2,energy_drop,-0.1013,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_3,2026-05-21 09:00:13,38,66.15,0.015,-51.9,6.3,normal,-0.151,False,
Node_2,2026-05-21 09:00:13,23,60.52,0.062,-47.3,7.9,normal,-0.1814,False,
Node_1,2026-05-21 09:00:13,40,54.12,0.074,-52.6,22.8,normal,-0.1879,False,
Node_4,2026-05-21 09:00:13,34,68.6,0.038,-45.4,14.8,normal,-0.1544,False,
Node_6,2026-05-21 09:00:33,0,15.61,0.613,-61.2,342.8,node_failure,0.0502,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_9,2026-05-21 09:00:33,32,48.44,0.057,-60.6,6.7,normal,-0.1796,False,
Node_8,2026-05-21 09:00:33,30,59.74,0.018,-47.5,12.5,normal,-0.1766,False,
Node_5,2026-05-21 09:00:33,39,70.25,0.04,-46.9,8.1,normal,-0.1571,False,
Node_10,2026-05-21 09:00:33,22,73.33,0.056,-50.1,19.9,normal,-0.1943,False,
Node_3,2026-05-21 09:00:33,309,66.03,0.127,-70.7,28.5,suspicious_activity,0.0392,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_1,2026-05-21 09:00:33,42,54.0,0.032,-55.2,15.1,normal,-0.1901,False,
Node_4,2026-05-21 09:00:33,41,68.52,0.013,-47.5,9.0,normal,-0.1498,False,
Node_2,2026-05-21 09:00:33,27,60.46,0.05,-54.2,6.4,normal,-0.1916,False,
Node_10,2026-05-21 09:00:53,24,73.16,0.08,-59.7,19.4,normal,-0.1869,False,
Node_1,2026-05-21 09:00:53,21,53.83,0.016,-61.0,15.3,normal,-0.1802,False,
Node_2,2026-05-21 09:00:53,19,60.36,0.661,-70.8,52.6,communication_error,-0.0348,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_3,2026-05-21 09:00:53,20,65.82,0.051,-57.8,5.4,normal,-0.1774,False,
Node_4,2026-05-21 09:00:53,29,68.29,0.027,-63.4,7.8,normal,-0.1792,False,
Node_5,2026-05-21 09:00:53,12,5.69,0.086,-78.2,25.6,energy_drop,0.0011,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_6,2026-05-21 09:00:53,5,23.25,0.637,-72.6,242.7,node_failure,0.0206,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_8,2026-05-21 09:00:53,25,59.58,0.017,-62.7,20.5,normal,-0.1872,False,
Node_9,2026-05-21 09:00:53,23,48.37,0.222,-74.9,126.6,packet_loss,-0.0345,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_10,2026-05-21 09:01:13,28,72.95,0.058,-55.8,20.2,normal,-0.2019,False,
Node_9,2026-05-21 09:01:13,24,48.25,0.161,-75.9,175.7,packet_loss,-0.0078,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 09:01:13,15,59.36,0.024,-46.1,21.6,normal,-0.1365,False,
Node_6,2026-05-21 09:01:13,2,35.36,0.63,-60.8,223.1,node_failure,-0.0044,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_2,2026-05-21 09:01:13,31,60.23,0.028,-50.8,7.8,normal,-0.1895,False,
Node_4,2026-05-21 09:01:13,24,68.16,0.069,-55.7,14.6,normal,-0.2059,False,
Node_3,2026-05-21 09:01:13,297,65.63,0.096,-73.1,11.5,suspicious_activity,0.0316,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_1,2026-05-21 09:01:13,38,53.72,0.02,-51.8,16.6,normal,-0.1792,False,
Node_5,2026-05-21 09:01:13,17,70.05,0.046,-64.3,18.7,normal,-0.178,False,
Node_6,2026-05-21 09:01:33,22,47.29,0.024,-54.7,17.2,normal,-0.1917,False,
Node_9,2026-05-21 09:01:33,35,48.15,0.078,-59.9,13.1,normal,-0.1898,False,
Node_8,2026-05-21 09:01:33,15,59.11,0.022,-55.7,11.3,normal,-0.1655,False,
Node_10,2026-05-21 09:01:33,44,72.77,0.02,-61.9,19.5,normal,-0.1625,False,
Node_5,2026-05-21 09:01:33,27,69.93,0.076,-55.8,6.3,normal,-0.1784,False,
Node_3,2026-05-21 09:01:33,40,65.55,0.059,-59.7,15.6,normal,-0.1898,False,
Node_2,2026-05-21 09:01:33,22,60.05,0.016,-62.3,13.8,normal,-0.1858,False,
Node_1,2026-05-21 09:01:33,26,53.63,0.019,-49.7,14.0,normal,-0.189,False,
Node_4,2026-05-21 09:01:33,39,68.03,0.032,-64.0,7.8,normal,-0.1669,False,
Node_9,2026-05-21 09:01:53,44,47.98,0.049,-64.9,14.4,normal,-0.1654,False,
Node_8,2026-05-21 09:01:53,40,59.06,0.069,-59.3,23.2,normal,-0.1878,False,
Node_6,2026-05-21 09:01:53,1,18.61,0.843,-76.1,294.5,node_failure,0.0578,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 09:01:53,41,69.8,0.08,-48.2,23.0,normal,-0.1584,False,
Node_10,2026-05-21 09:01:53,29,72.62,0.068,-46.5,20.5,normal,-0.1728,False,
Node_3,2026-05-21 09:01:53,246,65.44,0.137,-63.9,24.3,suspicious_activity,-0.0049,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:01:53,22,59.81,0.077,-56.8,9.2,normal,-0.1915,False,
Node_1,2026-05-21 09:01:53,15,53.53,0.028,-52.3,12.3,normal,-0.1691,False,
Node_4,2026-05-21 09:01:53,26,67.81,0.08,-55.5,9.8,normal,-0.1925,False,
Node_10,2026-05-21 09:02:13,27,72.37,0.035,-55.0,22.3,normal,-0.1988,False,
Node_9,2026-05-21 09:02:13,29,47.86,0.066,-58.6,10.7,normal,-0.1985,False,
Node_8,2026-05-21 09:02:13,26,58.96,0.043,-59.2,17.0,normal,-0.2052,False,
Node_6,2026-05-21 09:02:13,44,46.88,0.08,-50.3,6.1,normal,-0.1444,False,
Node_5,2026-05-21 09:02:13,12,8.49,0.095,-61.3,24.8,energy_drop,-0.0542,True,Node_5 pil seviyesinde ani düşüş olduğu için enerji anomalisi tespit edildi.
Node_3,2026-05-21 09:02:13,233,65.26,0.071,-56.1,31.3,suspicious_activity,-0.0266,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:02:13,35,59.76,0.041,-61.8,20.5,normal,-0.2016,False,
Node_1,2026-05-21 09:02:13,32,53.29,0.071,-46.8,23.2,normal,-0.1741,False,
Node_4,2026-05-21 09:02:13,33,67.67,0.029,-50.3,24.2,normal,-0.1925,False,
Node_8,2026-05-21 09:02:33,17,58.9,0.028,-45.9,5.6,normal,-0.1317,False,
Node_10,2026-05-21 09:02:33,41,72.15,0.012,-54.1,15.0,normal,-0.1673,False,
Node_9,2026-05-21 09:02:33,28,47.78,0.048,-54.4,14.0,normal,-0.2034,False,
Node_6,2026-05-21 09:02:33,32,46.73,0.049,-64.5,20.0,normal,-0.1794,False,
Node_7,2026-05-21 09:02:33,0,31.09,0.0,-90.0,0.0,node_silence,0.034,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_4,2026-05-21 09:02:33,21,67.58,0.043,-49.9,11.2,normal,-0.1966,False,
Node_3,2026-05-21 09:02:33,349,65.07,0.136,-61.5,20.2,suspicious_activity,0.0416,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:02:33,15,59.68,0.745,-74.3,44.1,communication_error,-0.0082,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:02:33,33,53.21,0.029,-58.0,12.6,normal,-0.1971,False,
Node_5,2026-05-21 09:02:33,37,69.45,0.026,-53.6,10.3,normal,-0.1858,False,
Node_10,2026-05-21 09:02:53,28,72.04,0.057,-47.9,11.0,normal,-0.1919,False,
Node_9,2026-05-21 09:02:53,11,47.54,0.331,-61.5,134.6,packet_loss,-0.0522,True,Node_9 yüksek iletim gecikmesi nedeniyle paket kaybı riski taşıyor.
Node_8,2026-05-21 09:02:53,19,58.7,0.074,-55.7,7.7,normal,-0.1829,False,
Node_7,2026-05-21 09:02:53,37,46.95,0.02,-71.4,20.5,node_silence,-0.127,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
Node_6,2026-05-21 09:02:53,5,39.36,0.737,-76.6,434.9,node_failure,0.0659,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_5,2026-05-21 09:02:53,42,69.35,0.06,-51.6,20.1,normal,-0.1924,False,
Node_4,2026-05-21 09:02:53,27,67.49,0.048,-52.8,15.4,normal,-0.2071,False,
Node_3,2026-05-21 09:02:53,22,64.82,0.03,-64.3,19.7,normal,-0.1943,False,
Node_2,2026-05-21 09:02:53,15,59.58,0.538,-54.3,34.6,communication_error,-0.0675,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:02:53,35,52.96,0.052,-58.8,15.4,normal,-0.1989,False,
Node_10,2026-05-21 09:03:13,16,71.93,0.078,-49.6,13.0,normal,-0.1692,False,
Node_9,2026-05-21 09:03:13,41,47.42,0.063,-51.0,13.8,normal,-0.1842,False,
Node_8,2026-05-21 09:03:13,41,58.5,0.045,-60.9,13.7,normal,-0.1906,False,
Node_7,2026-05-21 09:03:13,40,46.84,0.013,-60.7,16.7,normal,-0.156,False,
Node_1,2026-05-21 09:03:13,23,52.85,0.044,-62.9,24.4,normal,-0.1915,False,
Node_5,2026-05-21 09:03:13,33,69.29,0.011,-55.4,24.8,normal,-0.1704,False,
Node_4,2026-05-21 09:03:13,44,67.27,0.048,-62.5,10.7,normal,-0.1861,False,
Node_3,2026-05-21 09:03:13,33,64.65,0.023,-57.6,14.6,normal,-0.1977,False,
Node_2,2026-05-21 09:03:13,27,59.48,0.066,-45.6,11.1,normal,-0.1601,False,
Node_6,2026-05-21 09:03:13,1,10.65,0.94,-68.4,382.3,node_failure,0.0867,True,Node_6 düğüm arızası olasılığı nedeniyle riskli olarak işaretlendi.
Node_8,2026-05-21 09:03:33,29,58.39,0.073,-59.2,6.5,normal,-0.1824,False,
Node_10,2026-05-21 09:03:33,19,71.83,0.031,-49.5,19.8,normal,-0.1936,False,
Node_9,2026-05-21 09:03:33,19,47.22,0.065,-49.2,11.4,normal,-0.1748,False,
Node_7,2026-05-21 09:03:33,26,46.71,0.053,-45.6,21.9,normal,-0.1566,False,
Node_6,2026-05-21 09:03:33,27,46.46,0.064,-62.1,14.3,normal,-0.1951,False,
Node_5,2026-05-21 09:03:33,26,69.1,0.013,-58.1,15.4,normal,-0.1904,False,
Node_4,2026-05-21 09:03:33,40,67.19,0.054,-45.1,18.6,normal,-0.1407,False,
Node_3,2026-05-21 09:03:33,226,64.49,0.107,-64.7,22.7,suspicious_activity,-0.0123,True,Node_3 normalden fazla veri gönderdiği için şüpheli aktivite olarak işaretlendi.
Node_2,2026-05-21 09:03:33,26,59.35,0.546,-55.0,37.3,communication_error,-0.0619,True,Node_2 yüksek hata oranı nedeniyle iletişim problemi olarak işaretlendi.
Node_1,2026-05-21 09:03:33,37,52.77,0.052,-64.3,17.2,normal,-0.1866,False,
Node_10,2026-05-21 09:03:53,19,71.63,0.049,-46.5,21.3,normal,-0.1694,False,
Node_9,2026-05-21 09:03:53,16,47.03,0.026,-54.7,5.2,normal,-0.1469,False,
Node_8,2026-05-21 09:03:53,30,58.21,0.025,-55.4,5.6,normal,-0.1732,False,
Node_7,2026-05-21 09:03:53,28,46.54,0.064,-74.3,14.3,node_silence,-0.1149,True,Node_7 uzun süre veri göndermediği için sessizlik anomalisi oluştu.
